,semantic,correct_relationships,model,CF,dataset
0,1,0.8571428571428571,linear0,growingspheres,credit
1,0,0.8571428571428571,linear0,growingspheres,credit
2,1,0.8571428571428571,linear0,growingspheres,credit
3,1,0.8571428571428571,linear0,growingspheres,credit
4,0,0.8571428571428571,linear0,growingspheres,credit
5,1,0.8571428571428571,linear0,growingspheres,credit
6,0,0.8571428571428571,linear0,growingspheres,credit
7,0,0.8571428571428571,linear0,growingspheres,credit
8,0,0.8571428571428571,linear0,growingspheres,credit
9,1,0.8571428571428571,linear0,growingspheres,credit
10,1,0.8571428571428571,linear0,growingspheres,credit
11,0,0.8571428571428571,linear0,growingspheres,credit
12,1,0.8571428571428571,linear0,growingspheres,credit
13,0,0.8571428571428571,linear0,growingspheres,credit
14,0,0.8571428571428571,linear0,growingspheres,credit
15,0,0.8571428571428571,linear0,growingspheres,credit
16,1,0.8571428571428571,linear0,growingspheres,credit
17,1,0.8571428571428571,linear0,growingspheres,credit
18,0,0.8571428571428571,linear0,growingspheres,credit
19,1,0.8571428571428571,linear0,growingspheres,credit
20,0,0.8571428571428571,linear0,growingspheres,credit
21,1,0.8571428571428571,linear0,growingspheres,credit
22,0,0.8571428571428571,linear0,growingspheres,credit
23,0,0.8571428571428571,linear0,growingspheres,credit
24,0,0.8571428571428571,linear0,growingspheres,credit
25,1,0.8571428571428571,linear0,growingspheres,credit
26,0,0.8571428571428571,linear0,growingspheres,credit
27,1,0.8571428571428571,linear0,growingspheres,credit
28,0,0.8571428571428571,linear0,growingspheres,credit
29,1,0.8571428571428571,linear0,growingspheres,credit
30,0,0.8571428571428571,linear0,growingspheres,credit
31,0,0.8571428571428571,linear0,growingspheres,credit
32,1,0.8571428571428571,linear0,growingspheres,credit
33,1,0.8571428571428571,linear0,growingspheres,credit
34,0,0.8571428571428571,linear0,growingspheres,credit
35,1,0.8571428571428571,linear0,growingspheres,credit
36,0,0.8571428571428571,linear0,growingspheres,credit
37,0,0.8571428571428571,linear0,growingspheres,credit
38,0,0.8571428571428571,linear0,growingspheres,credit
39,1,0.8571428571428571,linear0,growingspheres,credit
40,0,0.8571428571428571,linear0,growingspheres,credit
41,0,0.8571428571428571,linear0,growingspheres,credit
42,0,0.8571428571428571,linear0,growingspheres,credit
43,1,0.8571428571428571,linear0,growingspheres,credit
44,0,0.8571428571428571,linear0,growingspheres,credit
45,0,0.8571428571428571,linear0,growingspheres,credit
46,1,0.8571428571428571,linear0,growingspheres,credit
47,0,0.8571428571428571,linear0,growingspheres,credit
48,1,0.8571428571428571,linear0,growingspheres,credit
49,1,0.8571428571428571,linear0,growingspheres,credit
50,1,0.8571428571428571,linear0,growingspheres,credit
51,0,0.8571428571428571,linear0,growingspheres,credit
52,0,0.8571428571428571,linear0,growingspheres,credit
53,1,0.8571428571428571,linear0,growingspheres,credit
54,0,0.8571428571428571,linear0,growingspheres,credit
55,0,0.8571428571428571,linear0,growingspheres,credit
56,0,0.8571428571428571,linear0,growingspheres,credit
57,1,0.8571428571428571,linear0,growingspheres,credit
58,0,0.8571428571428571,linear0,growingspheres,credit
59,0,0.8571428571428571,linear0,growingspheres,credit
60,0,0.8571428571428571,linear0,growingspheres,credit
61,0,0.8571428571428571,linear0,growingspheres,credit
62,0,0.8571428571428571,linear0,growingspheres,credit
63,0,0.8571428571428571,linear0,growingspheres,credit
64,1,0.8571428571428571,linear0,growingspheres,credit
65,1,0.8571428571428571,linear0,growingspheres,credit
66,1,0.8571428571428571,linear0,growingspheres,credit
67,0,0.8571428571428571,linear0,growingspheres,credit
68,0,0.8571428571428571,linear0,growingspheres,credit
69,0,0.8571428571428571,linear0,growingspheres,credit
70,1,0.8571428571428571,linear0,growingspheres,credit
71,1,0.8571428571428571,linear0,growingspheres,credit
72,1,0.8571428571428571,linear0,growingspheres,credit
73,1,0.8571428571428571,linear0,growingspheres,credit
74,0,0.8571428571428571,linear0,growingspheres,credit
75,0,0.8571428571428571,linear0,growingspheres,credit
76,1,0.8571428571428571,linear0,growingspheres,credit
77,0,0.8571428571428571,linear0,growingspheres,credit
78,0,0.8571428571428571,linear0,growingspheres,credit
79,0,0.8571428571428571,linear0,growingspheres,credit
80,0,0.8571428571428571,linear0,growingspheres,credit
81,0,0.8571428571428571,linear0,growingspheres,credit
82,0,0.8571428571428571,linear0,growingspheres,credit
83,0,0.8571428571428571,linear0,growingspheres,credit
84,0,0.8571428571428571,linear0,growingspheres,credit
85,0,0.8571428571428571,linear0,growingspheres,credit
86,0,0.8571428571428571,linear0,growingspheres,credit
87,0,0.8571428571428571,linear0,growingspheres,credit
88,0,0.8571428571428571,linear0,growingspheres,credit
89,1,0.8571428571428571,linear0,growingspheres,credit
90,1,0.8571428571428571,linear0,growingspheres,credit
91,0,0.8571428571428571,linear0,growingspheres,credit
92,0,0.8571428571428571,linear0,growingspheres,credit
93,0,0.8571428571428571,linear0,growingspheres,credit
94,0,0.8571428571428571,linear0,growingspheres,credit
95,1,0.8571428571428571,linear0,growingspheres,credit
96,0,0.8571428571428571,linear0,growingspheres,credit
97,0,0.8571428571428571,linear0,growingspheres,credit
98,0,0.8571428571428571,linear0,growingspheres,credit
99,1,0.8571428571428571,linear0,growingspheres,credit
100,0,0.8571428571428571,linear0,growingspheres,credit
101,0,0.8571428571428571,linear0,growingspheres,credit
102,0,0.8571428571428571,linear0,growingspheres,credit
103,0,0.8571428571428571,linear0,growingspheres,credit
104,0,0.8571428571428571,linear0,growingspheres,credit
105,1,0.8571428571428571,linear0,growingspheres,credit
106,0,0.8571428571428571,linear0,growingspheres,credit
107,0,0.8571428571428571,linear0,growingspheres,credit
108,1,0.8571428571428571,linear0,growingspheres,credit
109,0,0.8571428571428571,linear0,growingspheres,credit
110,0,0.8571428571428571,linear0,growingspheres,credit
111,1,0.8571428571428571,linear0,growingspheres,credit
112,1,0.8571428571428571,linear0,growingspheres,credit
113,1,0.8571428571428571,linear0,growingspheres,credit
114,0,0.8571428571428571,linear0,growingspheres,credit
115,0,0.8571428571428571,linear0,growingspheres,credit
116,0,0.8571428571428571,linear0,growingspheres,credit
117,0,0.8571428571428571,linear0,growingspheres,credit
118,0,0.8571428571428571,linear0,growingspheres,credit
119,0,0.8571428571428571,linear0,growingspheres,credit
120,0,0.8571428571428571,linear0,growingspheres,credit
121,0,0.8571428571428571,linear0,growingspheres,credit
122,1,0.8571428571428571,linear0,growingspheres,credit
123,1,0.8571428571428571,linear0,growingspheres,credit
124,1,0.8571428571428571,linear0,growingspheres,credit
125,1,0.8571428571428571,linear0,growingspheres,credit
126,0,0.8571428571428571,linear0,growingspheres,credit
127,0,0.8571428571428571,linear0,growingspheres,credit
128,1,0.8571428571428571,linear0,growingspheres,credit
129,0,0.8571428571428571,linear0,growingspheres,credit
130,1,0.8571428571428571,linear0,growingspheres,credit
131,0,0.8571428571428571,linear0,growingspheres,credit
132,0,0.8571428571428571,linear0,growingspheres,credit
133,1,0.8571428571428571,linear0,growingspheres,credit
134,1,0.8571428571428571,linear0,growingspheres,credit
135,0,0.8571428571428571,linear0,growingspheres,credit
136,0,0.8571428571428571,linear0,growingspheres,credit
137,0,0.8571428571428571,linear0,growingspheres,credit
138,1,0.8571428571428571,linear0,growingspheres,credit
139,0,0.8571428571428571,linear0,growingspheres,credit
140,1,0.8571428571428571,linear0,growingspheres,credit
141,1,0.8571428571428571,linear0,growingspheres,credit
