,semantic,correct_relationships,model,CF,dataset
0,0.0,0.0,MLP,do_calculus,sanity-3-lin
1,1.0,0.0,MLP,do_calculus,sanity-3-lin
2,0.0,1.0,MLP,do_calculus,sanity-3-lin
3,0.0,0.0,MLP,do_calculus,sanity-3-lin
4,1.0,0.0,MLP,do_calculus,sanity-3-lin
5,0.0,0.0,MLP,do_calculus,sanity-3-lin
6,0.0,0.0,MLP,do_calculus,sanity-3-lin
7,1.0,1.0,MLP,do_calculus,sanity-3-lin
8,0.0,0.0,MLP,do_calculus,sanity-3-lin
9,0.0,1.0,MLP,do_calculus,sanity-3-lin
10,0.0,0.0,MLP,do_calculus,sanity-3-lin
11,0.0,0.0,MLP,do_calculus,sanity-3-lin
12,0.0,1.0,MLP,do_calculus,sanity-3-lin
13,0.0,0.0,MLP,do_calculus,sanity-3-lin
14,0.0,0.0,MLP,do_calculus,sanity-3-lin
15,0.0,0.0,MLP,do_calculus,sanity-3-lin
16,0.0,0.0,MLP,do_calculus,sanity-3-lin
17,0.0,0.0,MLP,do_calculus,sanity-3-lin
18,0.0,0.0,MLP,do_calculus,sanity-3-lin
19,1.0,0.0,MLP,do_calculus,sanity-3-lin
20,0.0,0.0,MLP,do_calculus,sanity-3-lin
21,0.0,0.0,MLP,do_calculus,sanity-3-lin
22,0.0,0.0,MLP,do_calculus,sanity-3-lin
23,0.0,0.0,MLP,do_calculus,sanity-3-lin
24,0.0,0.0,MLP,do_calculus,sanity-3-lin
25,1.0,0.0,MLP,do_calculus,sanity-3-lin
26,1.0,0.0,MLP,do_calculus,sanity-3-lin
27,1.0,1.0,MLP,do_calculus,sanity-3-lin
28,0.0,0.0,MLP,do_calculus,sanity-3-lin
29,1.0,0.0,MLP,do_calculus,sanity-3-lin
30,0.0,1.0,MLP,do_calculus,sanity-3-lin
31,0.0,0.0,MLP,do_calculus,sanity-3-lin
32,1.0,1.0,MLP,do_calculus,sanity-3-lin
33,0.0,0.0,MLP,do_calculus,sanity-3-lin
34,0.0,0.0,MLP,do_calculus,sanity-3-lin
35,0.0,0.0,MLP,do_calculus,sanity-3-lin
36,0.0,0.0,MLP,do_calculus,sanity-3-lin
37,0.0,0.0,MLP,do_calculus,sanity-3-lin
38,0.0,0.0,MLP,do_calculus,sanity-3-lin
39,1.0,1.0,MLP,do_calculus,sanity-3-lin
40,1.0,0.0,MLP,do_calculus,sanity-3-lin
41,0.0,1.0,MLP,do_calculus,sanity-3-lin
42,0.0,0.0,MLP,do_calculus,sanity-3-lin
43,0.0,1.0,MLP,do_calculus,sanity-3-lin
44,1.0,0.0,MLP,do_calculus,sanity-3-lin
45,0.0,0.0,MLP,do_calculus,sanity-3-lin
46,0.0,0.0,MLP,do_calculus,sanity-3-lin
47,0.0,0.0,MLP,do_calculus,sanity-3-lin
48,1.0,0.0,MLP,do_calculus,sanity-3-lin
49,0.0,0.0,MLP,do_calculus,sanity-3-lin
50,1.0,1.0,MLP,do_calculus,sanity-3-lin
51,1.0,1.0,MLP,do_calculus,sanity-3-lin
52,1.0,1.0,MLP,do_calculus,sanity-3-lin
53,1.0,1.0,MLP,do_calculus,sanity-3-lin
54,1.0,1.0,MLP,do_calculus,sanity-3-lin
55,1.0,1.0,MLP,do_calculus,sanity-3-lin
56,1.0,1.0,MLP,do_calculus,sanity-3-lin
57,1.0,1.0,MLP,do_calculus,sanity-3-lin
58,1.0,1.0,MLP,do_calculus,sanity-3-lin
59,1.0,1.0,MLP,do_calculus,sanity-3-lin
60,1.0,1.0,MLP,do_calculus,sanity-3-lin
61,1.0,1.0,MLP,do_calculus,sanity-3-lin
62,1.0,1.0,MLP,do_calculus,sanity-3-lin
63,1.0,1.0,MLP,do_calculus,sanity-3-lin
64,1.0,1.0,MLP,do_calculus,sanity-3-lin
65,1.0,1.0,MLP,do_calculus,sanity-3-lin
66,1.0,1.0,MLP,do_calculus,sanity-3-lin
